Tree,Node,Tree Level,Parent Node
CC_DEPARTMENT,261407,7,261996
CC_DEPARTMENT,261408,7,261996
CC_DEPARTMENT,261409,7,261996
CC_DEPARTMENT,261410,7,261996
CC_DEPARTMENT,261411,7,261996
CC_DEPARTMENT,261412,7,261996
CC_DEPARTMENT,261413,7,261996
CC_DEPARTMENT,261414,7,261996
CC_DEPARTMENT,261415,7,261996
CC_DEPARTMENT,261416,7,261996
CC_DEPARTMENT,261417,7,261996
CC_DEPARTMENT,261418,7,261996
CC_DEPARTMENT,261008,5,268000
CC_DEPARTMENT,261005,5,268000
CC_DEPARTMENT,267005,5,268000
CC_DEPARTMENT,267002,5,268000
CC_DEPARTMENT,263077,5,268000
CC_DEPARTMENT,263106,5,268000
CC_DEPARTMENT,263123,5,268000
CC_DEPARTMENT,261419,7,261996
CC_DEPARTMENT,261420,7,261996
CC_DEPARTMENT,261421,7,261996
CC_DEPARTMENT,261056,7,261996
CC_DEPARTMENT,261189,7,261996
CC_DEPARTMENT,261211,7,261996
CC_DEPARTMENT,261212,7,261996
CC_DEPARTMENT,261244,7,261996
CC_DEPARTMENT,261245,7,261996
CC_DEPARTMENT,261328,7,261996
CC_DEPARTMENT,261997,6,261000
CC_DEPARTMENT,261183,7,261997
CC_DEPARTMENT,261181,7,261997
CC_DEPARTMENT,261998,6,261000
CC_DEPARTMENT,754002,3,096011
CC_DEPARTMENT,761004,3,096011
CC_DEPARTMENT,771002,3,096011
CC_DEPARTMENT,781004,3,096011
CC_DEPARTMENT,811001,3,096011
CC_DEPARTMENT,825004,3,096011
CC_DEPARTMENT,851002,3,096011
CC_DEPARTMENT,871002,3,096011
CC_DEPARTMENT,999999,3,096011
CC_DEPARTMENT,711002,5,710000
CC_DEPARTMENT,710000,4,096011
CC_DEPARTMENT,267080,5,260000
CC_DEPARTMENT,264123,5,260000
CC_DEPARTMENT,260000,4,096011
CC_DEPARTMENT,661002,5,660000
CC_DEPARTMENT,660000,4,096011
CC_DEPARTMENT,799001,3,096011
CC_DEPARTMENT,541002,3,096011
CC_DEPARTMENT,096011,2,000000
CC_DEPARTMENT,856002,5,268000
CC_DEPARTMENT,261080,5,268000
CC_DEPARTMENT,341013,3,096011
CC_DEPARTMENT,399987,3,096011
CC_DEPARTMENT,433008,3,096011
CC_DEPARTMENT,423002,6,310002
CC_DEPARTMENT,433022,3,096011
CC_DEPARTMENT,440002,3,096011
CC_DEPARTMENT,443289,3,096011
CC_DEPARTMENT,444002,3,096011
CC_DEPARTMENT,511002,3,096011
CC_DEPARTMENT,511004,3,096011
CC_DEPARTMENT,512004,3,096011
CC_DEPARTMENT,521001,3,096011
CC_DEPARTMENT,521004,3,096011
CC_DEPARTMENT,522081,3,096011
CC_DEPARTMENT,524001,3,096011
CC_DEPARTMENT,612002,3,096011
CC_DEPARTMENT,630002,3,096011
CC_DEPARTMENT,639002,3,096011
CC_DEPARTMENT,651002,3,096011
CC_DEPARTMENT,721004,3,096011
CC_DEPARTMENT,721067,3,096011
CC_DEPARTMENT,322281,3,096011
CC_DEPARTMENT,322275,3,096011
CC_DEPARTMENT,320002,5,320000
CC_DEPARTMENT,322041,5,320000
CC_DEPARTMENT,322082,5,320000
CC_DEPARTMENT,334002,3,096011
CC_DEPARTMENT,325002,5,320000
CC_DEPARTMENT,324280,5,320000
CC_DEPARTMENT,324002,5,320000
CC_DEPARTMENT,323313,3,096011
CC_DEPARTMENT,323011,5,320000
CC_DEPARTMENT,323336,3,096011
CC_DEPARTMENT,323002,5,320000
CC_DEPARTMENT,322800,3,096011
CC_DEPARTMENT,322366,5,320000
CC_DEPARTMENT,322336,5,320000
CC_DEPARTMENT,334011,3,096011
CC_DEPARTMENT,341011,3,096011
CC_DEPARTMENT,337013,5,310000
CC_DEPARTMENT,336002,5,310000
CC_DEPARTMENT,335002,5,310000
CC_DEPARTMENT,274002,3,096011
CC_DEPARTMENT,281002,3,096011
CC_DEPARTMENT,291001,3,096011
CC_DEPARTMENT,141002,5,140000
CC_DEPARTMENT,140000,4,799000
CC_DEPARTMENT,134002,5,135000
CC_DEPARTMENT,133002,5,135000
CC_DEPARTMENT,132002,5,135000
CC_DEPARTMENT,131002,5,135000
CC_DEPARTMENT,135000,4,130000
CC_DEPARTMENT,130000,3,799000
CC_DEPARTMENT,731002,4,730000
CC_DEPARTMENT,730000,3,799000
CC_DEPARTMENT,799000,2,000000
CC_DEPARTMENT,161002,4,160000
CC_DEPARTMENT,160000,3,105000
CC_DEPARTMENT,182011,6,185000
CC_DEPARTMENT,185000,5,180000
CC_DEPARTMENT,197011,6,195000
CC_DEPARTMENT,196011,6,195000
CC_DEPARTMENT,195000,5,180000
CC_DEPARTMENT,181008,5,180000
CC_DEPARTMENT,180000,4,189000
CC_DEPARTMENT,189000,3,200000
CC_DEPARTMENT,200000,2,000000
CC_DEPARTMENT,442002,5,330000
CC_DEPARTMENT,332002,5,330000
CC_DEPARTMENT,331213,5,330000
CC_DEPARTMENT,331002,5,330000
CC_DEPARTMENT,330000,4,620000
CC_DEPARTMENT,621002,4,620000
CC_DEPARTMENT,156002,5,155000
CC_DEPARTMENT,155000,4,157000
CC_DEPARTMENT,157000,3,620000
CC_DEPARTMENT,620000,2,000000
CC_DEPARTMENT,275008,4,799000
CC_DEPARTMENT,521002,5,500000
CC_DEPARTMENT,215238,6,216000
CC_DEPARTMENT,215213,6,216000
CC_DEPARTMENT,215129,6,216000
CC_DEPARTMENT,215103,6,216000
CC_DEPARTMENT,215036,6,216000
CC_DEPARTMENT,215008,6,216000
CC_DEPARTMENT,216000,5,210000
CC_DEPARTMENT,211008,5,210000
CC_DEPARTMENT,210000,4,200000
CC_DEPARTMENT,191011,6,190000
CC_DEPARTMENT,190000,5,295000
CC_DEPARTMENT,193011,5,295000
CC_DEPARTMENT,153005,6,150000
CC_DEPARTMENT,152011,6,150000
CC_DEPARTMENT,151011,6,150000
CC_DEPARTMENT,150000,5,295000
CC_DEPARTMENT,295000,4,189000
CC_DEPARTMENT,187005,6,185000
CC_DEPARTMENT,186005,6,185000
CC_DEPARTMENT,184005,6,185000
CC_DEPARTMENT,183005,6,185000
CC_DEPARTMENT,234229,6,234000
CC_DEPARTMENT,234228,6,234000
CC_DEPARTMENT,234008,6,234000
CC_DEPARTMENT,264234,6,234000
CC_DEPARTMENT,234000,5,230000
CC_DEPARTMENT,235254,6,235000
CC_DEPARTMENT,235252,6,235000
CC_DEPARTMENT,235249,6,235000
CC_DEPARTMENT,235184,6,235000
CC_DEPARTMENT,235162,6,235000
CC_DEPARTMENT,235008,6,235000
CC_DEPARTMENT,264235,6,235000
CC_DEPARTMENT,235000,5,230000
CC_DEPARTMENT,231008,5,230000
CC_DEPARTMENT,237111,6,237000
CC_DEPARTMENT,237107,6,237000
CC_DEPARTMENT,237008,6,237000
CC_DEPARTMENT,237000,5,230000
CC_DEPARTMENT,230000,4,200000
CC_DEPARTMENT,215338,6,216000
CC_DEPARTMENT,215281,6,216000
CC_DEPARTMENT,204008,5,205000
CC_DEPARTMENT,206008,5,205000
CC_DEPARTMENT,205000,4,200000
CC_DEPARTMENT,236255,6,236000
CC_DEPARTMENT,236107,6,236000
CC_DEPARTMENT,236067,6,236000
CC_DEPARTMENT,236009,6,236000
CC_DEPARTMENT,236080,6,236000
CC_DEPARTMENT,236008,6,236000
CC_DEPARTMENT,264236,6,236000
CC_DEPARTMENT,236000,5,230000
CC_DEPARTMENT,232314,6,232000
CC_DEPARTMENT,232313,6,232000
CC_DEPARTMENT,232008,6,232000
CC_DEPARTMENT,264232,6,232000
CC_DEPARTMENT,232000,5,230000
CC_DEPARTMENT,233155,6,233000
CC_DEPARTMENT,233067,6,233000
CC_DEPARTMENT,233008,6,233000
CC_DEPARTMENT,264233,6,233000
CC_DEPARTMENT,233000,5,230000
CC_DEPARTMENT,224069,6,224000
CC_DEPARTMENT,224068,6,224000
CC_DEPARTMENT,224067,6,224000
CC_DEPARTMENT,224025,6,224000
CC_DEPARTMENT,224000,5,220000
CC_DEPARTMENT,225339,6,221000
CC_DEPARTMENT,225241,6,221000
CC_DEPARTMENT,225208,6,221000
CC_DEPARTMENT,225174,6,221000
CC_DEPARTMENT,225113,6,221000
CC_DEPARTMENT,225080,6,221000
CC_DEPARTMENT,225067,6,221000
CC_DEPARTMENT,225039,6,221000
CC_DEPARTMENT,225025,6,221000
CC_DEPARTMENT,225016,6,221000
CC_DEPARTMENT,223106,6,221000
CC_DEPARTMENT,222080,6,221000
CC_DEPARTMENT,222028,6,221000
CC_DEPARTMENT,222006,6,221000
CC_DEPARTMENT,221000,5,220000
CC_DEPARTMENT,220000,4,200000
CC_DEPARTMENT,203034,6,201000
CC_DEPARTMENT,203032,6,201000
CC_DEPARTMENT,203008,6,201000
CC_DEPARTMENT,202026,6,201000
CC_DEPARTMENT,202008,6,201000
CC_DEPARTMENT,201000,5,795000
CC_DEPARTMENT,274008,6,270000
CC_DEPARTMENT,273008,6,270000
CC_DEPARTMENT,272008,6,270000
CC_DEPARTMENT,270000,5,795000
CC_DEPARTMENT,795000,4,200000
CC_DEPARTMENT,227080,6,227000
CC_DEPARTMENT,227069,6,227000
CC_DEPARTMENT,227067,6,227000
CC_DEPARTMENT,227008,6,227000
CC_DEPARTMENT,227000,5,220000
CC_DEPARTMENT,226080,5,220000
CC_DEPARTMENT,228339,6,224000
CC_DEPARTMENT,224241,6,224000
CC_DEPARTMENT,224174,6,224000
CC_DEPARTMENT,224080,6,224000
CC_DEPARTMENT,262077,5,805000
CC_DEPARTMENT,841002,5,805000
CC_DEPARTMENT,834002,5,805000
CC_DEPARTMENT,833002,5,805000
CC_DEPARTMENT,832002,5,805000
CC_DEPARTMENT,831002,5,805000
CC_DEPARTMENT,823002,5,805000
CC_DEPARTMENT,822002,5,805000
CC_DEPARTMENT,821002,5,805000
CC_DEPARTMENT,811002,5,805000
CC_DEPARTMENT,805000,4,800000
CC_DEPARTMENT,862281,5,860000
CC_DEPARTMENT,861108,5,860000
CC_DEPARTMENT,861107,5,860000
CC_DEPARTMENT,861002,5,860000
CC_DEPARTMENT,860000,4,800000
CC_DEPARTMENT,641002,5,640000
CC_DEPARTMENT,640000,4,800000
CC_DEPARTMENT,800000,2,000000
CC_DEPARTMENT,291002,6,290000
CC_DEPARTMENT,290000,5,795000
CC_DEPARTMENT,261000,5,330000
CC_DEPARTMENT,261991,6,261000
CC_DEPARTMENT,261207,7,261991
CC_DEPARTMENT,268000,4,265000
CC_DEPARTMENT,265000,2,000000
CC_DEPARTMENT,433002,5,430000
CC_DEPARTMENT,430000,4,800000
CC_DEPARTMENT,633002,5,630000
CC_DEPARTMENT,632002,5,630000
CC_DEPARTMENT,631002,5,630000
CC_DEPARTMENT,630000,4,800000
CC_DEPARTMENT,443108,5,400000
CC_DEPARTMENT,443002,5,400000
CC_DEPARTMENT,426002,5,400000
CC_DEPARTMENT,424002,5,400000
CC_DEPARTMENT,425002,5,400000
CC_DEPARTMENT,313002,3,096011
CC_DEPARTMENT,311280,6,310002
CC_DEPARTMENT,311081,6,310002
CC_DEPARTMENT,320005,3,096011
CC_DEPARTMENT,320322,3,096011
CC_DEPARTMENT,322050,3,096011
CC_DEPARTMENT,324011,5,320000
CC_DEPARTMENT,322020,3,096011
CC_DEPARTMENT,322010,3,096011
CC_DEPARTMENT,322003,3,096011
CC_DEPARTMENT,322058,3,096011
CC_DEPARTMENT,213002,5,210000
CC_DEPARTMENT,311002,6,310002
CC_DEPARTMENT,300000,2,000000
CC_DEPARTMENT,310000,4,300000
CC_DEPARTMENT,322280,5,320000
CC_DEPARTMENT,390000,4,300000
CC_DEPARTMENT,310002,5,310000
CC_DEPARTMENT,261039,3,096011
CC_DEPARTMENT,261067,3,096011
CC_DEPARTMENT,261106,3,096011
CC_DEPARTMENT,261113,3,096011
CC_DEPARTMENT,261174,3,096011
CC_DEPARTMENT,261241,3,096011
CC_DEPARTMENT,262010,3,096011
CC_DEPARTMENT,263004,3,096011
CC_DEPARTMENT,263010,3,096011
CC_DEPARTMENT,263101,3,096011
CC_DEPARTMENT,264004,3,096011
CC_DEPARTMENT,265002,3,096011
CC_DEPARTMENT,265004,3,096011
CC_DEPARTMENT,265010,3,096011
CC_DEPARTMENT,265077,3,096011
CC_DEPARTMENT,265123,3,096011
CC_DEPARTMENT,266004,3,096011
CC_DEPARTMENT,267004,3,096011
CC_DEPARTMENT,267010,3,096011
CC_DEPARTMENT,272002,3,096011
CC_DEPARTMENT,273002,3,096011
CC_DEPARTMENT,243002,3,096011
CC_DEPARTMENT,251011,3,096011
CC_DEPARTMENT,251252,3,096011
CC_DEPARTMENT,251254,3,096011
CC_DEPARTMENT,252005,3,096011
CC_DEPARTMENT,252011,3,096011
CC_DEPARTMENT,252110,3,096011
CC_DEPARTMENT,252249,3,096011
CC_DEPARTMENT,253011,3,096011
CC_DEPARTMENT,253022,3,096011
CC_DEPARTMENT,253078,3,096011
CC_DEPARTMENT,254011,3,096011
CC_DEPARTMENT,254235,3,096011
CC_DEPARTMENT,254313,3,096011
CC_DEPARTMENT,255005,3,096011
CC_DEPARTMENT,255011,3,096011
CC_DEPARTMENT,255251,3,096011
CC_DEPARTMENT,255281,3,096011
CC_DEPARTMENT,256011,3,096011
CC_DEPARTMENT,261303,7,261998
CC_DEPARTMENT,261016,3,096011
CC_DEPARTMENT,234288,3,096011
CC_DEPARTMENT,235011,3,096011
CC_DEPARTMENT,235155,3,096011
CC_DEPARTMENT,235208,3,096011
CC_DEPARTMENT,235228,3,096011
CC_DEPARTMENT,235232,3,096011
CC_DEPARTMENT,235250,3,096011
CC_DEPARTMENT,235307,3,096011
CC_DEPARTMENT,236006,3,096011
CC_DEPARTMENT,236106,3,096011
CC_DEPARTMENT,236252,3,096011
CC_DEPARTMENT,236253,3,096011
CC_DEPARTMENT,236254,3,096011
CC_DEPARTMENT,236407,3,096011
CC_DEPARTMENT,237010,3,096011
CC_DEPARTMENT,237252,3,096011
CC_DEPARTMENT,241002,3,096011
CC_DEPARTMENT,241003,3,096011
CC_DEPARTMENT,241030,3,096011
CC_DEPARTMENT,241067,3,096011
CC_DEPARTMENT,241107,3,096011
CC_DEPARTMENT,213022,3,096011
CC_DEPARTMENT,213080,3,096011
CC_DEPARTMENT,214002,3,096011
CC_DEPARTMENT,214003,3,096011
CC_DEPARTMENT,215001,3,096011
CC_DEPARTMENT,222011,3,096011
CC_DEPARTMENT,222068,3,096011
CC_DEPARTMENT,222069,3,096011
CC_DEPARTMENT,222155,3,096011
CC_DEPARTMENT,222228,3,096011
CC_DEPARTMENT,222313,3,096011
CC_DEPARTMENT,223107,3,096011
CC_DEPARTMENT,223252,3,096011
CC_DEPARTMENT,224008,3,096011
CC_DEPARTMENT,224028,3,096011
CC_DEPARTMENT,231002,3,096011
CC_DEPARTMENT,232155,3,096011
CC_DEPARTMENT,232213,3,096011
CC_DEPARTMENT,232252,3,096011
CC_DEPARTMENT,234232,3,096011
CC_DEPARTMENT,234252,3,096011
CC_DEPARTMENT,169011,3,096011
CC_DEPARTMENT,173002,3,096011
CC_DEPARTMENT,182005,3,096011
CC_DEPARTMENT,183011,3,096011
CC_DEPARTMENT,184011,3,096011
CC_DEPARTMENT,186011,3,096011
CC_DEPARTMENT,188011,3,096011
CC_DEPARTMENT,188055,3,096011
CC_DEPARTMENT,196039,3,096011
CC_DEPARTMENT,196067,3,096011
CC_DEPARTMENT,196074,3,096011
CC_DEPARTMENT,196075,3,096011
CC_DEPARTMENT,196005,3,096011
CC_DEPARTMENT,197005,3,096011
CC_DEPARTMENT,204002,3,096011
CC_DEPARTMENT,203002,3,096011
CC_DEPARTMENT,213008,3,096011
CC_DEPARTMENT,211002,3,096011
CC_DEPARTMENT,212002,3,096011
CC_DEPARTMENT,213005,3,096011
CC_DEPARTMENT,311009,6,310002
CC_DEPARTMENT,890002,3,096011
CC_DEPARTMENT,202002,3,096011
CC_DEPARTMENT,111003,3,096011
CC_DEPARTMENT,121002,3,096011
CC_DEPARTMENT,121067,3,096011
CC_DEPARTMENT,121240,3,096011
CC_DEPARTMENT,141001,3,096011
CC_DEPARTMENT,141004,3,096011
CC_DEPARTMENT,153011,3,096011
CC_DEPARTMENT,322081,5,320000
CC_DEPARTMENT,322241,5,320000
CC_DEPARTMENT,320000,4,300000
CC_DEPARTMENT,261320,6,261000
CC_DEPARTMENT,261202,6,261000
CC_DEPARTMENT,261204,6,261000
CC_DEPARTMENT,805402,5,804000
CC_DEPARTMENT,250000,4,189000
CC_DEPARTMENT,253005,5,250000
CC_DEPARTMENT,204000,4,200000
CC_DEPARTMENT,261002,6,261000
CC_DEPARTMENT,211000,5,210000
CC_DEPARTMENT,770000,2,000000
CC_DEPARTMENT,145000,2,000000
CC_DEPARTMENT,334013,5,330000
CC_DEPARTMENT,321124,5,320000
CC_DEPARTMENT,321280,5,320000
CC_DEPARTMENT,322022,5,320000
CC_DEPARTMENT,322002,5,320000
CC_DEPARTMENT,322005,5,320000
CC_DEPARTMENT,322008,5,320000
CC_DEPARTMENT,322011,5,320000
CC_DEPARTMENT,275000,2,000000
CC_DEPARTMENT,322028,5,320000
CC_DEPARTMENT,322080,5,320000
CC_DEPARTMENT,241228,5,096011
CC_DEPARTMENT,221067,5,096011
CC_DEPARTMENT,322260,5,320000
CC_DEPARTMENT,241313,5,096011
CC_DEPARTMENT,250001,5,096011
CC_DEPARTMENT,252052,5,096011
CC_DEPARTMENT,252202,5,096011
CC_DEPARTMENT,252235,5,096011
CC_DEPARTMENT,253001,5,096011
CC_DEPARTMENT,235005,5,096011
CC_DEPARTMENT,233011,5,096011
CC_DEPARTMENT,240002,5,096011
CC_DEPARTMENT,223016,5,096011
CC_DEPARTMENT,222254,5,096011
CC_DEPARTMENT,222208,5,096011
CC_DEPARTMENT,222016,5,096011
CC_DEPARTMENT,175000,2,000000
CC_DEPARTMENT,221313,5,096011
CC_DEPARTMENT,221228,5,096011
CC_DEPARTMENT,221107,5,096011
CC_DEPARTMENT,550000,2,000000
CC_DEPARTMENT,223174,5,096011
CC_DEPARTMENT,223113,5,096011
CC_DEPARTMENT,223080,5,096011
CC_DEPARTMENT,223067,5,096011
CC_DEPARTMENT,223039,5,096011
CC_DEPARTMENT,223028,5,096011
CC_DEPARTMENT,232254,5,096011
CC_DEPARTMENT,232011,5,096011
CC_DEPARTMENT,231011,5,096011
CC_DEPARTMENT,266080,5,096011
CC_DEPARTMENT,226105,5,096011
CC_DEPARTMENT,224005,5,096011
CC_DEPARTMENT,224011,5,096011
CC_DEPARTMENT,420002,5,096011
CC_DEPARTMENT,414002,5,096011
CC_DEPARTMENT,412002,5,096011
CC_DEPARTMENT,422900,5,096011
CC_DEPARTMENT,441002,5,096011
CC_DEPARTMENT,620002,5,096011
CC_DEPARTMENT,710004,5,096011
CC_DEPARTMENT,185005,5,096011
CC_DEPARTMENT,26183,5,096011
CC_DEPARTMENT,264010,5,096011
CC_DEPARTMENT,243008,5,096011
CC_DEPARTMENT,181011,5,096011
CC_DEPARTMENT,188005,5,096011
CC_DEPARTMENT,210002,5,096011
CC_DEPARTMENT,210008,5,096011
CC_DEPARTMENT,214008,5,096011
CC_DEPARTMENT,510004,5,096011
CC_DEPARTMENT,223232,5,096011
CC_DEPARTMENT,790000,5,096011
CC_DEPARTMENT,110003,5,096011
CC_DEPARTMENT,856000,5,096011
CC_DEPARTMENT,001002,5,096011
CC_DEPARTMENT,221010,5,096011
CC_DEPARTMENT,213241,5,096011
CC_DEPARTMENT,213174,5,096011
CC_DEPARTMENT,213067,5,096011
CC_DEPARTMENT,213025,5,096011
CC_DEPARTMENT,212254,5,096011
CC_DEPARTMENT,212252,5,096011
CC_DEPARTMENT,212232,5,096011
CC_DEPARTMENT,211313,5,096011
CC_DEPARTMENT,211228,5,096011
CC_DEPARTMENT,211155,5,096011
CC_DEPARTMENT,211006,5,096011
CC_DEPARTMENT,210010,5,096011
CC_DEPARTMENT,201011,5,096011
CC_DEPARTMENT,201002,5,096011
CC_DEPARTMENT,187011,5,096011
CC_DEPARTMENT,170002,5,096011
CC_DEPARTMENT,160002,5,096011
CC_DEPARTMENT,159002,5,096011
CC_DEPARTMENT,158002,5,096011
CC_DEPARTMENT,155004,5,096011
CC_DEPARTMENT,151002,5,096011
CC_DEPARTMENT,150002,5,096011
CC_DEPARTMENT,140001,5,096011
CC_DEPARTMENT,130002,5,096011
CC_DEPARTMENT,120067,5,096011
CC_DEPARTMENT,570000,2,000000
CC_DEPARTMENT,571002,4,570000
CC_DEPARTMENT,193005,6,190000
CC_DEPARTMENT,261182,7,261993
CC_DEPARTMENT,261200,7,261994
CC_DEPARTMENT,261199,7,261994
CC_DEPARTMENT,261198,7,261994
CC_DEPARTMENT,261145,7,261994
CC_DEPARTMENT,192011,6,190000
CC_DEPARTMENT,435002,4,800000
CC_DEPARTMENT,192005,6,190000
CC_DEPARTMENT,191005,6,190000
CC_DEPARTMENT,152005,6,150000
CC_DEPARTMENT,151005,6,150000
CC_DEPARTMENT,846002,5,805000
CC_DEPARTMENT,261501,7,261993
CC_DEPARTMENT,209000,4,200000
CC_DEPARTMENT,528103,4,550000
CC_DEPARTMENT,261197,7,261993
CC_DEPARTMENT,280000,2,000000
CC_DEPARTMENT,261208,7,261002
CC_DEPARTMENT,261271,7,261002
CC_DEPARTMENT,261318,7,261002
CC_DEPARTMENT,261180,7,261002
CC_DEPARTMENT,207000,4,200000
CC_DEPARTMENT,207008,5,207000
CC_DEPARTMENT,261143,7,261991
CC_DEPARTMENT,261332,7,261991
CC_DEPARTMENT,261268,7,261993
CC_DEPARTMENT,231000,4,230000
CC_DEPARTMENT,238000,4,230000
CC_DEPARTMENT,239000,4,230000
CC_DEPARTMENT,282008,4,280000
CC_DEPARTMENT,261293,7,261002
CC_DEPARTMENT,322124,6,320000
CC_DEPARTMENT,311124,6,310002
CC_DEPARTMENT,752002,5,752000
CC_DEPARTMENT,671000,4,189000
CC_DEPARTMENT,672000,4,189000
CC_DEPARTMENT,673000,4,189000
CC_DEPARTMENT,674000,4,189000
CC_DEPARTMENT,106000,4,100000
CC_DEPARTMENT,106002,5,106000
CC_DEPARTMENT,208000,4,200000
CC_DEPARTMENT,208008,5,208000
CC_DEPARTMENT,752000,4,770000
CC_DEPARTMENT,251005,5,250000
CC_DEPARTMENT,642002,5,640000
CC_DEPARTMENT,110002,5,110000
CC_DEPARTMENT,110000,4,105000
CC_DEPARTMENT,118002,5,118000
CC_DEPARTMENT,118000,4,105000
CC_DEPARTMENT,116002,5,118000
CC_DEPARTMENT,643002,5,640000
CC_DEPARTMENT,117002,5,640000
CC_DEPARTMENT,172002,5,172000
CC_DEPARTMENT,172000,4,770000
CC_DEPARTMENT,434002,5,430000
CC_DEPARTMENT,261430,6,261000
CC_DEPARTMENT,313000,4,230000
CC_DEPARTMENT,805202,5,805000
CC_DEPARTMENT,805302,5,805000
CC_DEPARTMENT,804000,4,105000
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
